Groß-,"z. B. die Großeltern, die Großmutter, der Großvater"
"die Großstadt, -""e ",Ich lebe gern in einer Großstadt.
"die Größe, -n",1. Welche Größe haben Sie? 2. Größe: 170 cm 3. Haben Sie das Hemd auch in Größe 40?
grün,1. Gefällt dir dieser grüne Pullover? 2. Die Bäume werden schon grün. 3. Die äpfel sind noch ganz grün.
"gründen, gründet, gründete, hat gegründet",Mein Onkel hat eine eigene Firma gegründet.
"der Grund, -""e","1. Sie haben Ihre Stelle gekündigt. Aus welchem Grund? 2. Sie haben keinen Grund, sich zu beschweren."
gründlich,"1. Sie müssen die Wohnung gründlich reinigen, bevor Sie ausziehen. 2. Waschen Sie sich gründlich die Hände."
"das Grundstück, -e ",Wir wollen ein Haus bauen und suchen ein günstiges Grundstück.
"die Gruppe, -n",1. Für Gruppen gibt es eine Ermäßigung. 2. Meine Tochter geht in der Freizeit in eine Jugendgruppe.
"grüßen, grüßt, grüßte, hat gegrüßt",1. Ich soll Sie von Frau Meier grüßen. 2. Grüß deine Frau von mir.
"der Gruß, -""e",Schönen Gruß an Ihren Mann. Viele Grüße an Ihre Frau. Mit freundlichen Grüßen
"gucken, guckt, guckte, hat geguckt",1. Guck doch mal! Es schneit. 2. Was bedeutet dieses Wort? – Guck doch im Wörterbuch nach.
gültig ,Mein Pass ist nur noch zwei Monate gültig.
günstig,Ich suche eine günstige Ferienwohnung.
"gut, besser, (am) best(en)","1. Ich kenne ein gutes Lokal. 2. Maria kann gut tanzen. 3. Ich glaube, die Wurst ist nicht mehr gut. 4. Mir ist heute gar nicht gut.Heute ist das Wetter wieder besser. 7. Christine ist meine beste Freundin. 8. Ich komme um 13 Uhr. – Gut!
9. Guten Morgen! 10. Ein gutes neues Jahr! 11. Guten Appetit!"
"das Haar, -e",1. Meine Freundin hat langes schwarzes Haar. 2. Die Haare unseres Hundes liegen überall in der Wohnung.
"haben, hat, hatte, hat gehabt",1. Wir haben Hunger. 2. Heute habe ich keine Zeit. 3. Wir haben ein neues Auto. 4. Kann ich bitte eine Suppe haben? 5. Unsere Wohnung hat vier Zimmer. 6. Ich habe heute viel zu tun. 7. Du hast es gut. Du kannst in Urlaub fahren. 
das Hackfleisch ,Kauf bitte 500 g Hackfleisch.
"der Hafen, -""","Wenn du in Hamburg bist, musst du dir unbedingt den Hafen ansehen."
"das Hähnchen, -","Ich hätte gern ein halbes Hähnchen mit Pommes frites, bitte."
halb,1. Treffen wir uns um halb neun? 2. Bei dieser Firma habe ich ein halbes Jahr gearbeitet. 3. Ich gebe Ihnen die Tomaten zum halben Preis. 4. Die Flasche ist ja noch halb voll.
die Halbpension,Wir möchten ein Zimmer mit Halbpension.
halbtags,Ich habe ein kleines Kind und kann nicht acht Stunden am Tag arbeiten. Deshalb möchte ich halbtags arbeiten.
"die Hälfte, -n",1. Bitte teilt euch die Schokolade. Jeder bekommt die Hälfte. 2. Die Hälfte vom Urlaub ist schon vorbei. 3. Was hat der Mann gesagt? Ich habe nur die Hälfte verstanden.
"die Halle, -n",Die Stadt baut eine neue Sporthalle.
hallo,"1. Hallo? Ist dort Schulz? – Nein, hier ist Meier. 2. Hallo Inge! Wie geht’s?"
"der Hals, -""e",1. Mir tut der Hals weh. 2. Ich habe seit gestern Halsschmerzen.
halt,1. Halt! Stehen bleiben! 2. Es gibt leider keine Karten mehr. – Schade. Da kann man nichts machen. Das ist halt so.
,
,
haltbar,Diese Dose Tomaten ist mindestens haltbar bis 31.12.2010.
"halten, hält, hielt, hat gehalten","1. Kannst du mal kurz meine Handtasche halten?2. Entschuldigung, hält dieser Zug auch in Darmstadt? 3. Halten Sie bitte im Keller die Fenster geschlossen.4. Alle Mieter müssen sich an die Hausordnung halten. 5. Die Stadt will einen neuen Flughafen bauen. Was halten Sie davon? 6. Halt, Polizei! Fahren Sie bitte an den Straßenrand. 7. Die Wurst hält sich noch ein paar Tage."
der Halt ,Nächster Halt ist am Südbahnhof. Umsteigen zur Straßenbahn.
"die Haltestelle, -n",An der nächsten Haltestelle müssen wir aussteigen.
"der Hammer, -"" ",Ich möchte ein Bild aufhängen. Hast du einen Hammer für mich?
"die Hand, -""e",1. Wasch dir bitte die Hände vor dem Essen. 2. Gib mir bitte deine Hand. Wir gehen jetzt über die Straße. 3. Ich kann Ihnen nicht die Hand geben. Ich spüle gerade das Geschirr.
"das Handtuch, -""er",Gibst du mir ein frisches Handtuch?
"handeln, handelt, handelte, hat gehandelt",1. Mein Onkel hat ein kleines Geschäft. Er handelt mit Obst und Gemüse. 2. Kann ich Sie bitte mal sprechen? – Worum handelt es sich denn? 3. Auf diesem Markt kannst du handeln und bekommst die Sachen billiger.
der Handel,Der Handel mit Computern ist ein gutes Geschäft.
"der Händler, - ",Mein Onkel ist Gemüsehändler.
"der Handwerker, -",Morgen sind bei uns die Handwerker. Wir bekommen eine neue Badewanne.
"das Handy, -s","1. Ich habe kein Festnetztelefon, aber ein Handy. 2. Soll ich Ihnen meine Handynummer geben?"
"hängen, hängt, hing, hat gehangen / hängen, hängt, hängte, hat gehängt",1. Das Bild hängt schief. 2. Hast du den Anzug wieder in den Schrank gehängt?
hart,"1. Das Bett im Hotel war mir zu hart. 2. Die Brötchen sind ja ganz hart. 3. Ich habe eine harte Woche vor mir. Ich muss jeden Tag überstunden machen. 4. Wir haben hart gearbeitet, um die Wohnung zu bezahlen."
"hassen, hasst, hasste, hat gehasst","1. Ich hasse Autofahren. 2. Ich hasse es, zu spät zu kommen."
hässlich,1. Das ist aber eine hässliche Lampe! 2. Dieses Kleid finde ich hässlich.
häufig,Haben Sie häufig Kopfschmerzen? Dann sollten Sie nicht so lange am Computer sitzen.
Haupt-,Berlin ist die Hauptstadt von Deutschland.
"die Hauptstadt, -""e",Treffen wir uns am Hauptbahnhof?
"der Hauptbahnhof, -""e ",1. Wir haben ein Haus gemietet. 2. Ich komme gerade von zu Hause. 3. Ich muss jetzt nach Hause. 4. Paul ist nicht zu Hause.
"das Haus, -""er",Kannst du mir bei den Hausaufgaben helfen?
"die Hausaufgabe, -n",Meine Frau ist Hausfrau und kümmert sich um die Kinder. / Mein Mann ist Hausmann und kümmert sich um die Kinder.
die Hausfrau/ der Hausmann,"1. Ich kümmere mich um den Haushalt, d. h. ich putze, wasche, koche etc. 2. Wir rechnen die Nebenkosten pro"
"der Haushalt, -e",Haushalt ab.
"der Hausmeister, - ","Sie haben kein Warmwasser? Am besten, Sie rufen den Hausmeister an."
die Haut,Haben Sie eine Creme für trockene Haut?
"heben, hebt, hob, hat gehoben","1. Kannst du mir helfen? Das Paket kann ich nicht heben. 2. Wenn Sie für diesen Vorschlag sind, heben Sie bitte die Hand!"
"das Heft, -e ",Ich hätte gern ein Schreibheft. 
"das Heim, -e ","z. B. Kinderheim, Seniorenheim"
die Heimat,Ich lebe jetzt hier in Deutschland. Das ist meine neue Heimat.
heimlich ,"Gestern habe ich gehört, dass mein Sohn heimlich raucht."
das Heimweh,Ich habe oft Heimweh nach meiner Familie.
"heiraten, heiratet, heiratete, hat geheiratet",1. Meine Cousine heiratet nächsten Monat in Italien. 2. Wir haben 1980 geheiratet. 3. Meine Schwester heiratet einen Japaner.
heiß,1. Für die Jahreszeit ist es zu heiß. 2. Ich mache dir einen heißen Tee.
,
,
"heißen, heißt, hieß, hat geheißen","1. Wie heißen Sie? 2. Wie heißt das auf Deutsch? 3. Hier steht, dass der Pass abgelaufen ist. Was heißt das?"
"heizen, heizt, heizte, hat geheizt",1. Wir heizen mit öl. 2. Ziehen Sie sich warm an. In der Halle ist nicht geheizt.
"die Heizung, -en",Es ist kalt. Ist die Heizung kaputt?
"helfen, hilft, half, hat geholfen",1. Kannst du mir helfen? Ich muss nächsten Monat umziehen. 2. Die Tabletten haben mir gut geholfen.
hell,1. Im Sommer wird es um 5 Uhr schon hell.2. Mein Zimmer ist schön hell. 3. Ich habe mir einen hellblauen
"das Hemd, -en",Pullover gekauft. Nikos trägt heute ein weißes Hemd.
her,"Wir haben uns lange nicht gesehen. – Ja, das ist wirklich lange her."
"heraus-, raus- ",-----------------
"(he)rausfinden, findet heraus, fand heraus, hat herausgefunden","Hast du schon rausgefunden, wann und wo man sich für den Kurs anmelden muss?"
"der Herd, -e",In der neuen Küche fehlt noch der Herd.
"herein-, rein-",Herein! Kommt doch rein!
die Herkunft,Viele Leute fragen mich nach meiner Herkunft.
"das Herkunftsland, -""er ",Tragen Sie bitte hier Ihr Herkunfts- land ein.
"der Herr, -en","1. Da ist ein Herr, der möchte Sie sprechen. 2. Guten Tag, Herr Müller! 3. Sehr geehrte Damen und Herrn!"
"herstellen, stellt her, stellte her, hat hergestellt",In unserer Firma stellen wir Schokolade her.
"der Hersteller, -",Ihr Handy ist kaputt? Wir schicken es an den Hersteller zurück und lassen es reparieren.
"herunter-, runter-",------------
"(he)runterladen, lädt herunter, lud herunter, hat heruntergeladen",Ich habe mir Musik aus dem Internet (he)runtergeladen.
"(he)runterfahren, fährt herunter, fuhr herunter, hat heruntergefahren",Zum Schluss musst du den Computer herunterfahren.
"das Herz, -en",1. Ich bin ganz nervös. Mir klopft das Herz. 2. Wir müssen Ihr Herz untersuchen.
herzlich,Herzlichen Glückwunsch!
heute,1. Heute kann ich etwas früher nach Hause gehen. 2. Ab heute bleibt unser Büro nachmittags geschlossen. 3. Frau Müller kommt heute in acht Tagen zurück. 4. Arbeiter verdienen heute oft mehr als Angestellte.
hier,"1. Hier wohne ich. 2. Von hier hat man eine herrliche Aussicht. 3. Hier sind die Schlüssel für meine Wohnung. Kannst Du meine Blumen gießen? 4. Hier ist 06131-553221, Pamela Linke. Bitte hinterlassen Sie eine Nachricht."
hierher,Ich komme oft hierher. In diesem Café gibt es guten Kuchen.
die Hilfe,"1. Vielen Dank für Ihre Hilfe. 2. Haben Sie einen Kurs für Erste Hilfe gemacht? Das müssen Sie, wenn Sie den Führerschein machen wollen. 3. Hilfe! Jemand hat mir die Handtasche gestohlen. Bitte helfen Sie mir!"
der Himmel,Wir hatten im Urlaub so tolles Wetter. Immer Sonne und blauer Himmel.
hinten,1. Wo möchtest du sitzen? Hinten oder vorne? 2. Bitte hinten aussteigen! 3. Der Eingang ist hinten.
hinter/hinter-,1. Hinter dem Haus haben wir einen Garten 2. Fahren Sie Ihren Wagen bitte hinter das Haus. 3. Auf den hinteren Plätzen kann man nicht sehr viel sehen.
hinterher,Vor der Prüfung habe ich so viel gelernt. Hinterher habe ich vieles wieder vergessen.
"hinterlassen, hinterlässt, hinterließ, hat hinterlassen",Möchten Sie eine Nachricht hinterlassen?
hinweisen,"Wir möchten Sie darauf hinweisen, dass das Rauchen am Bahnsteig nicht erlaubt ist."
historisch,Wir waren mit unserer Klasse im Historischen Museum.
"der Hit, -s",Am Samstag kommt eine Sendung mit den Hits der Woche.
die Hitze ,Gestern war eine schreckliche Hitze!
"das Hobby, -s",Ich habe keine Zeit mehr für meine Hobbys.
,
,
hoch,1. Der Berg ist fast 3000 m hoch. 2. Das Hotel liegt hoch über dem See. 3. Die Benzinpreise sind sehr hoch.
die Höhe,"1. Mein Tisch hat die Maße: Länge: 1,20 m, Breite: 0,60 m, Höhe: 0,80 m. 2. Wir fliegen jetzt in 6000 m Höhe."
höchstens ,Ich habe wenig Zeit. Ich kann höchstens eine Viertelstunde bleiben.
"die Hochzeit, -en",1. Claudia und Peter wollen ihre Hochzeit groß feiern. 2. Zu dieser Hochzeit kommen mehr als fünfzig Gäste.
"der Hof, -""e ",Die Kinder spielen am liebsten im Hof.
"der Bauernhof, -""e",Meine Großeltern hatten einen Bauernhof.
"hoffen, hofft, hoffte, hat gehofft","1. Ich hoffe, dass ihr zu meinem Geburtstag kommen könnt. 2. Wir alle hoffen auf besseres Wetter."
hoffentlich ,Hoffentlich hat unser Zug keine Verspätung.
"die Hoffnung, -en",Man darf die Hoffnung nicht verlieren.
höflich,Unser Nachbar ist sehr höflich. Er sagt immer als erster „Guten Tag“.
"holen, holt, holte, hat geholt",1. Soll ich uns was zu trinken holen? 2. Warum haben Sie nicht sofort einen Arzt geholt?
das Holz ,Möchten Sie ein Regal aus Holz oder aus Metall?
der Honig,Ich esse gern Brötchen mit Honig und Butter zum Frühstück.
"hören, hört, hörte, hat gehört","1. Ich kann nicht mehr so gut hören. 2. Ich höre jeden Tag die Nachrichten. 3. Dieses Wort habe ich noch nie gehört. 4. Ich habe gehört, dass Herr Müller im Krankenhaus liegt."
"die Hose, -n ",Können Sie die Hose etwas kürzer machen?
"das Hotel, -s",Im Urlaub sind wir in einem Hotel am Meer.
hübsch,1. Wir haben eine hübsche Wohnung gefunden. 2. Dietmars neue Freundin ist sehr hübsch.
"das Hühnchen, - ",Zum Mittagessen gibt es Hühnchen mit Reis.
der Humor,"1. Wir mögen Paul, weil er so viel Humor hat. 2. Den Humor des Komikers verstehe ich nicht."
"der Hund, -e",Hab keine Angst. Der Hund tut dir nichts.
der Hunger,Ich habe keinen Hunger. 
hungrig,Ich bin sehr hungrig.
"hupen, hupt, hupte, hat gehupt",Hier ist ein Krankenhaus. Hier darfst du nicht hupen.
"husten, hustet, hustete, hat gehustet",Der Junge hat die ganze Nacht gehustet.
der Husten,Haben Sie ein Medikament gegen Husten?
"der Hut, -""e",Sie sollten im Sommer nicht ohne Hut in die Sonne gehen.
der ICE (Inter City Express),Ich fahre lieber mit dem ICE; der ist schneller als die anderen Züge.
 ideal,Eine Wohnung mit Garten wäre für uns ideal.
"die Idee, -n",1. Du willst ein Picknick machen? Ich finde die Idee toll. 2. Was soll ich meiner Mutter zum Geburtstag schenken? Hast du eine gute Idee?
illegal,"Ohne Steuerkarte zu arbeiten ist illegal. Wenn es herauskommt, musst du Strafe zahlen."
immer,1. Frau Bast kommt immer zu spät. 2. Mein Kollege liegt immer noch im Krankenhaus. 3. Die Schmerzen werden immer schlimmer.
"der Import, -e","1. Im dritten Stock ist die Firma Schmidt & Co, Import und Export. 2. Der Import von Zigaretten ist nur bis zu einer bestimmten Menge erlaubt."
in,1. Ich wohne in Frankfurt. 2. Meine Wohnung ist im dritten Stock. 3 Wollen wir heute ins Einkaufszentrum gehen? 4. Rufen Sie bitte in fünf Minuten noch einmal an. 5. Im Mai war ich in Urlaub. 6. Wir sind in einer schwierigen Lage. 7. Meine Tochter kommt nächstes Jahr ins Gymnasium.
"impfen, impft, impfte, hat geimpft",Sie sollten sich gegen Grippe impfen lassen.
"die Industrie, -n ",In dieser Gegend gibt es viel Industrie.
das Industriegebiet,Die Autowerkstatt ist im Industrie- gebiet Ost.
"die Infektion, -en",Sie haben eine Infektion. Sie müssen Tabletten nehmen.
,
,
"informieren, informiert, informierte, hat informiert",1. Wir informieren Sie rechtzeitig über die neuen Prüfungstermine. 2. Du musst dich vor der Reise genau über die Bedingungen informieren.
"die Information, -en","1. Bitte lesen Sie diese Informationen genau. 2. Wenn Sie Fragen haben, gehen Sie zur Information."
"der Ingenieur, -e ",Hans will Bauingenieur werden.
"der Inhalt, -e",Geben Sie den Inhalt der Packung in einen Liter kochendes Wasser.
inklusive,Der Zimmerpreis ist inklusive Frühstück.
innen,Der Lichtschalter ist innen links.
"die Innenstadt, -""e ",Direkt in der Innenstadt kriegst du keinen Parkplatz.
inner-,"Wir müssen Sie untersuchen. Es kann sein, dass Sie innere Verletzungen haben."
innerhalb,1. Diese Fahrkarte gilt nur innerhalb der Stadt. 2. Nach dem Umzug müssen Sie sich innerhalb von 14 Tagen ummelden.
"die Insel, -n",Ich würde dieses Mal gern auf einer Insel Ferien machen.
insgesamt,Insgesamt haben sich 20 Teilnehmer für die Prüfung angemeldet.
"installieren, installiert, installierte, hat installiert","Können Sie mir helfen, meinen Computer zu installieren?"
"das Institut, -e ",Ich besuche einen Sprachkurs in einem kleinen Spracheninstitut.
"das Instrument, -e",Ich spiele Klavier. Spielen Sie auch ein Musikinstrument?
"integrieren, integriert, integrierte, hat integriert",1. Alis Kinder leben schon lange hier und sind total integriert. 2. Zuwanderer sollen besser integriert werden.
die Integration ,Gute Deutschkenntnisse sollen bei der Integration helfen.
"der Integrationskurs, -e",Die Volkshochschule bietet im Herbst wieder Integrationskurse an.
intelligent,Unsere Tochter ist sehr intelligent. Sie kann sehr gut rechnen.
die Intelligenz,Meine Kinder haben in der Schule einen Intelligenztest gemacht.
intensiv ,Ich möchte intensiv Deutsch lernen.
"der Intensivkurs, -e",Der Intensivkurs findet täglich von 9 bis 12 Uhr statt.
"interessieren, interessiert, interessierte, hat interessiert/ist interessiert",1. Das Thema Kindererziehung interessiert mich sehr. 2. Mein Bruder interessiert sich sehr für Fußball. 3. Ich interessiere mich für die Wohnung in der Jägerstraße. 4. Mein Nachbar zieht nächsten Monat aus. Sind Sie noch an der Wohnung interessiert?
interessant,1. Ich habe einen interessanten Bericht gelesen. 2. Den Bericht über Brasilien finde ich sehr interessant.
"das Interesse, -n","Ich habe viele Interessen, Sport, Lesen, Handarbeit, Tanzen."
interkulturell,Wir haben in der Sprachschule ein interkulturelles Fest gefeiert.
international,"1. Die Teilnehmenden in unserem Kurs sind ganz international: Silvana kommt aus Italien, Conchi aus Spanien, Yin aus China ... 2. Der Professor war international bekannt."
das Internet ,Im Internet findest du auch viele übungen zum Selbstlernen.
der Internetanschluss,Wir haben seit einer Woche einen Internetanschluss.
"das Internetcafé, -s ","Wenn du selbst kein Internet hast, geh doch einfach ins Internetcafé."
"das Interview, -s",Ich habe im Fernsehen ein interessantes Interview mit zwei Schauspielern gesehen.
inzwischen,Herr Müller kommt gleich zurück. Sie können inzwischen in seinem Büro warten.
irgend-,
irgendein,"Was für einen Saft möchten Sie? – Ganz egal, irgendeinen."
irgendwann,Ich habe Sie irgendwann schon mal gesehen.
"irren, irrt, irrte, hat geirrt","1. Du irrst dich. Das Auto war nicht grün, sondern rot. 2. Ich habe mich in der Hausnummer geirrt."
"isolieren, isoliert, isolierte, hat isoliert","Wenn Sie Ihre Wohnung gut isolieren, können Sie Energie sparen."
,
,
ja,"1. Sind Sie verheiratet? – Ja. 2. Hallo? – Ja, bitte? Wer spricht denn da? 3. Denk bitte daran, die Tür abzuschließen. – Ja, ja, mach ́ ich. 4. Heute Morgen um fünf hat es geschneit. – Ja, wirklich? 5. Ich würde ja gern kommen, aber es geht wirklich nicht. 6. Du weißt ja, dass ich kein Bier trinke. Gib mir bitte einen Tee. 7. Du bist hier in Berlin? – Das ist ja eine überraschung. 9. Sage das ja nicht meinem Mann!"
"die Jacke, -n ",Zieh dir eine Jacke an. Es ist kalt.
"die Jahreskarte, -n",Ich habe für die Fahrt zur Arbeit eine Jahreskarte.
der Jazz ,Mein Freund hört vor allem Jazz.
je,"1. Die Pullover kosten je nach Qualität zwischen 40 und 60 Euro. 2. Fahren Sie im Juni oder im Juli? – Je nachdem, wann mein Mann Urlaub bekommt. "
je ... desto ... ,"3. Je länger ich Deutsch lerne, desto besser kann ich verstehen."
die Jeans (Sg. oder Pl.),1. Nicht nur junge Leute tragen Jeans. 2. Ich habe meine Jeans gerade gewaschen.
"jeder, jedes, jede",1. Das Restaurant hat jeden Tag geöffnet. 2. Jedes Kind bekommt ein Spiel. 3. Die Prospekte bekommen Sie in jedem Reisebüro. 4. Im Supermarkt gibt es keine Schmerz-tabletten. Das weiß doch jeder. 
jederzeit ,Sie können mich jederzeit anrufen.
jedes Mal,Inge erzählt die Geschichte jedes Mal anders.
jemals,"Hast du jemals von dem Problem gehört? – Nein, nie."
jemand,"1. Hat jemand einen Kuli für mich? 2. Kennst du jemand, der mir ein Fahrrad leihen kann?"
jetzt,1. Ich muss jetzt gehen. 2. Bis jetzt hat alles gut geklappt. 3. Ab jetzt werde ich wieder öfter ins Fitness-Studio gehen. 4. Ich habe jetzt schon dreimal bei meinem Bruder angerufen. Aber er ist nie da. 5. über viele Dinge denke ich jetzt anders als früher.
