fotografieren, fotografiert, fotografierte, hat fotografiert;fotografiar;Ich fotografiere gern.
das Foto, -s ;foto f,máquina f (fotográfica);Können Sie dieses Foto vergrößern?
der Fotoapparat, -e;cámara f fotográfica,máquina f fotográfica;Ich möchte mir einen Fotoapparat kaufen.
die Fotografie, -n;fotografía f;Ich interessiere mich für Fotografie.
fragen, fragt, fragte, hat gefragt;preguntar por,preguntar,pedir;1. Darf ich Sie etwas fragen? 2. Hat jemand nach mir gefragt? 3. Ich frage mich, ob das richtig war.
die Frage, -n;pregunta f,cuestión f,consideración f;1. Ich habe Ihre Frage leider nicht verstanden. 2. Das kommt gar nicht infrage!
die Frau, -en;mujer f,esposa f,señora f,doña f;1. In meinem Deutschkurs sind mehr Frauen als Männer. 2. Ist Ihre Frau berufstätig? 3. Guten Tag, Frau Müller!
frech;insolente, impertinente,cachafaz AmS,impávido Chil,desvergonzado, atrevido,descocado;Du darfst in der Schule nicht so frech sein.
frei;libre,en libertad,libre de,exento de,abierto, descubierto,vacante,gratuito, libre de gastos,liberal,franco, abierto,(al) descubierto;1. Ist dieser Platz noch frei? 2. Morgen haben wir frei. 3. Eintritt frei. 4. Ich trinke nur alkoholfreies Bier. 5. Dieses Medikament ist rezeptfrei. 6. Jetzt ist frei, du kannst telefonieren. 7. Sie können Ihren Arzt frei wählen.
die Freiheit;libertad f,independencia f,licencia f;Wir alle wünschen uns ein Leben in Freiheit.
die Freizeit;tiempo m libre [oder de ocio],campamento m;In meiner Freizeit höre ich gern Musik.
freiwillig;voluntario;Manchmal bleibe ich freiwillig länger im Büro.
fremd ;extranjero,forastero,ajeno, de otro(s),desconocido,extraño;1. Ich reise gern in fremde Länder. 2. Ich bin fremd hier.
die Fremdsprache, -n;lengua f extranjera,idioma m extranjero;1. Wie viele Fremdsprachen kannst du? 2. Für diese Stelle braucht man gute Fremdsprachenkenntnisse.
fressen, frisst, fraß, hat gefressen;comer,tragar,devorar,comer, tragar;Hat der Hund schon etwas zu fressen bekommen?
freuen sich, freut sich, freute sich, hat sich gefreut;"";1. Es freut mich, dass alles so gut geklappt hat. 2. Ich habe mich über Ihr Geschenk sehr gefreut. 3. Ich freue mich schon auf meinen nächsten Urlaub.
die Freude;alegría f por,gozo m,satisfacción f;Diese Arbeit macht mir viel Freude.
der Freund, -e;amigo(-a) m (f),chamaco(-a) m (f) Mex,novio(-a) m (f),aficionado(-a) m (f) a;Ich sehe meine Freunde nur am Wochenende.
freundlich;amable,cordial, cariñoso,agradable,acogedor,ameno,claro,favorable;1. Er hat uns sehr freundlich begrüßt. 2. Der Mann ist sehr freundlich zu mir. 3. Mit freundlichen Grüßen
die Freundschaft, -en;amistad f;Deine Freundschaft ist mir sehr wichtig.
frieren, friert, fror, hat gefroren;helarse,tener frío,helar;1. Wenn Sie frieren, mache ich das Fenster wieder zu. 2. Heute Nacht hat es gefroren.
frisch;fresco,nuevo,limpio,vivo,recién;1. Das Brot ist noch ganz frisch. 2. Die Handtücher sind frisch gewaschen. 3. Ich muss mal an die frische Luft.
der Friseur, -e ;peluquero(-a) m (f),peluquería f;1. Hast du einen guten Friseur? 2. Meine Tochter will Friseurin werden.
die Frist, -en;plazo m,prórroga f,fecha f;Die Frist ist abgelaufen.
befristet;limitado;1. Ihre Aufenthaltserlaubnis ist befristet. 2. Die Arbeitserlaubnis ist unbefristet.
froh;alegre,feliz,satisfecho, contento,bueno, agradable;1. Ich bin froh, dass alles so gut geklappt hat. 2. Frohes Fest! 
die Frucht, -e;fruto m,fruta f,embrión m,feto m,resultado m,cereales m pl,mies f;Welche Früchte kann man essen?
früh;temprano,prematuro,(por la) mañana;1. Hier ist schon am frühen Morgen starker Verkehr. 2. Mein Vater arbeitet von früh bis spät. 3. Ich bin heute sehr früh aufgestanden. 4. Wir sind eine halbe Stunde zu früh gekommen. 5. Wecken Sie mich bitte morgen früh um 6 Uhr.
früher/früher-;"";1. Früher habe ich in Berlin gewohnt. 2. Wir nehmen den früheren Zug.
frühstücken, frühstückt, frühstückte, hat gefrühstückt;desayunar;Haben Sie schon gefrühstückt?
das Frühstück;desayuno m;1. Wir sitzen gerade beim Frühstück. 2. Sollen wir Ihnen das Frühstück aufs Zimmer bringen?
fühlen, fühlt, fühlte, hat gefühlt;sentir,palpar, tocar;1. Wie fühlen Sie sich? 2. Fühl mal, ob das Wasser nicht zu heiß ist. 3. Ich fühle mich wohl hier.
führen, führt, führte, hat geführt;ir a la cabeza,llevar ventaja,ir, llevar,llevar a,conducir a,dirigir, llevar,encabezar, guiar,llevar, guiar,acompañar,llevar, conducir,tener,llevar,vender, tener a la venta,sostener, tener;1. Der Meister führt uns durch den Betrieb.2. Frau Meyer führt den Betrieb schon seit zehn Jahren.3. Nach 20 Minuten führte unsere Mannschaft 2 : 0. 4. Die Straße führt direkt zum Bahnhof. 5. Mein Kollege hat einen Prozess gegen den Vermieter geführt.
der Führerschein, -e;permiso m de conducir,carné m de conducir;1. Mein Bruder hat erst vor einem halben Jahr den Führerschein gemacht.2. Meine Frau hat keinen Führerschein.
die Führung, -en;dirección f,comportamiento m,visita f (guiada);1. Die nächste Führung beginnt um 15 Uhr. 2. Bayern München liegt in Führung.
das Fundbüro, -s;oficina f de objetos perdidos;Sie haben Ihren Schirm verloren. Da fragen Sie am besten im Fundbüro.
funktionieren, funktioniert, funktionierte, hat funktioniert;funcionar;1. Können Sie mir bitte mal zeigen, wie der Automat funktioniert?2. Unsere Ehe funktioniert nicht mehr.
für;para, por,para,por,a causa de, por,en lugar de, por;"1. Ist Post für mich da? 2. Ich habe die Schlüssel für meineWohnung verloren. 3 Gibt es hier einen Sportverein für Jugendliche?4. Diese alten Möbel haben wir für 100 Euro bekommen.
5. Für einen Anfänger spricht mein Nachbar sehr gut Deutsch.
6. Du kannst nicht einkaufen gehen? Ich kann es für dich machen.
7. Für mich ist das ein schwerer Fehler. 8. Wir haben die Wohnung für ein
Jahr gemietet."
furchtbar;horroroso, horrible,enorme, tremendo,muy;1. Ich hatte mein Geld vergessen. Das war mir furchtbar unangenehm. 2. Dennis hat furchtbare Schmerzen.
"der Fuß, -""e";pie m;1. Thomas hat sich den linken Fuß gebrochen.2. Sind Sie zu Fuß gekommen?
"der Fußball, -""e";fútbol m,balompié m,pelota f de fútbol;1. Hans wünscht sich zu Weihnachten einen neuen Fußball.2. Spielt ihr gerne Fußball? 
der Fußgänger, - ;peatón(-ona) m (f),viandante mf;Dieser Weg ist nur für Fußgänger.
die Fußgängerzone, -n;zona f peatonal;Wir treffen uns um 15 Uhr in der Fußgängerzone.
die Gabel, -n ;tenedor m,horquilla f,horca f;Wir brauchen bitte noch eine Gabel.
"der Gang, ""-e";(modo m de) andar m,paseo m,camino m,marcha f,curso m,pasillo m,corredor m,plato m,banda f,trinca f And, CSur,cuadrilla f,percha f Mex;1. Bitte warten Sie draußen im Gang. 2. Schalten Sie bitte jetzt in den dritten Gang. 3. Was möchten Sie als ersten Gang? Suppe oder Salat?
ganz;todo, entero,completo,en buenas condiciones, intacto,sólo,totalmente, completamente,del todo, por completo,bastante,muy;1. Ich habe den ganzen Tag noch nichts gegessen.  2. Den Zahnarzttermin habe ich ganz vergessen. 3. Ich finde Janis ganz nett. 4. Am Montag ist hier Ruhetag. Das weiß ich ganz sicher. 5. Gott sei Dank ist meine Brille noch ganz.
gar;incluso,por lo demás;1. Die Kartoffeln sind noch nicht gar. 2. Du räumst nie dein Zimmer auf. – Das ist gar nicht wahr. 
die Garage, -n;garaje m,establo m Cuba,cochera f;Hier ist eine Garage zu vermieten.
garantieren, garantiert, garantierte, hat garantiert;garantizar,abogar por;Ich kann Ihnen nicht garantieren, dass das Gerät nächste Woche fertig ist.
die Garantie ;garantía f;Auf die Waschmaschine haben Sie ein Jahr Garantie.
die Garderobe, -n;ropa f,guardarropa m,percha f,perchero m,camerino m,vestuario m;1. Die Mäntel bitte an der Garderobe abgeben. 2. Bitte, achten Sie auf Ihre Garderobe.
"der Garten, -""";jardín m,huerto m;Wir haben einen schönen großen Garten.
das Gas ;gas m;1. Wir kochen mit Gas. 2. Gib Gas! Die Ampel ist grün.
"der Gast, -""e";huésped mf,invitado(-a) m (f),cliente mf;1. Wir haben heute Abend Gäste. 2. Der Gast hat sich über das Essen beschwert.
die Gaststätte, -n;restaurante m;Ich arbeite seit einem Monat in einer Gaststätte.
das Gebäude, -;edificio m,sistema m;In diesem Gebäude sind nur Büros.
geben, gibt, gab, hat gegeben;dar,entregar,repartir, distribuir,regalar,pasar,vender,ofrecer,pagar,conceder,dar, producir,hacer, dar,dar, poner,dar (clases de),haber, suceder,darse,sacar,pasar, desaparecer,arreglarse,haber,dárselas de;1. Geben Sie mir bitte eine Quittung! 2. Können Sie mir etwas zum Schreiben geben? 3. Der Arzt hat mir eine Spritze gegeben. 4. Was gibt es im Fernsehen? 5. Es gibt bald Regen.
das Gebäck;galletas f pl,factura f Arg,pastas f pl;Das Gebäck ist ganz frisch.
geboren werden, wird geboren, wurde geboren, ist geboren worden/ geboren sein;"";1. Wann und wo sind Sie geboren? 2. Sind Sie Silvia Schulz, geborene Angeloni? 3. Emil wurde um 03.47 Uhr geboren.
gebrauchen, gebraucht, gebrauchte, hat gebraucht;usar, utilizar,emplear,servir;1. Wir können diese Möbel gut gebrauchen. 2. Ich habe den Wagen gebraucht gekauft. 3. Ich suche eine gebrauchte Waschmaschine.
die Gebrauchsanweisung, -en;"";Lesen Sie bitte zuerst die Gebrauchsanweisung.
die Gebühr, -en ;tasa f,derechos m pl,tarifa f,porte m,comisión f,peaje m;Die Gebühr liegt jährlich bei 60 Euro.
die Geburt, -en;parto m,nacimiento m,origen m;Sie müssen die Geburt Ihres Kindes beim Standesamt melden.
der Geburtstag, -e;cumpleaños m inv,aniversario m,fecha f de nacimiento;Herzlichen Glückwunsch zum Geburtstag!
die Geduld ;paciencia f;Bitte haben Sie etwas Geduld.
geehrt ;estimado;Sehr geehrte Damen und Herren, ...
geeignet sein;"";Dieses Spiel ist nicht für sehr kleine Kinder geeignet.
die Gefahr, -en ;peligro m para,riesgo m;Betreten auf eigene Gefahr.
die Lebensgefahr;peligro m de muerte;Achtung, Lebensgefahr!
gefährlich;peligroso,grave,de cuidado,arriesgado,expuesto;1. Achtung, hier ist eine gefährliche Kurve! 2. Du darfst nicht bei Rot über die Straße gehen. Das ist gefährlich.
gefallen, gefällt, gefiel, hat gefallen;caído,gustar;1. Wie gefällt es Ihnen hier? 2. Der Pullover gefällt mir gut.
gefallen lassen, lässt gefallen, ließ gefallen, hat gefallen lassen;"";Das würde ich mir nicht gefallen lassen.
das Gefängnis, -se ;prisión f,cárcel f,(pena f de) cárcel f;Er wurde zu fünf Jahren Gefängnis verurteilt.
das Gefühl, -e;sensación f,sentimiento m,impresión f,sentido m;Ich glaube, ich schaffe die Prüfung. Ich habe ein gutes Gefühl.
gegen;en contra de, contra,contrario a,contra,hacia,en comparación con,contra, por,sobre, a eso de,alrededor de, más o menos;1. Ich bin gegen einen Baum gefahren. 2. Hier dürfen Sie nicht rauchen. Das ist gegen die Vorschrift. 3. Haben Sie ein Mittel gegen Grippe? 4. Wir liefern nur gegen bar. 5. Ich bin gegen 14 Uhr wieder da. 6. Ich bin gegen diesen Vorschlag. 7. Wer spielt gegen wen?
die Gegend, -en;región f,zona f,barrio m,alrededores m pl;1. Der Schwarzwald ist eine sehr schöne Gegend.2. Das Ordnungsamt muss hier in der Gegend sein.
"der Gegenstand, -""e";objeto m,cosa f,tema m;1. Sie dürfen nur persönliche Gegenstände mitnehmen. 2. Eine Durchsage der Polizei: Auf der A 8 liegen Gegenstände auf der Fahrbahn.
gegenüber;frente a, enfrente de,frente a,por lo que respecta a,delante de,ante,de cara a,en comparación con,enfrente;1. Das Geschäft liegt direkt gegenüber der Post.2. Mir gegenüber war der Polizist sehr freundlich.
"das Gehalt, -""er";contenido m de,porcentaje m,concentración f,grado m,graduación f,grados m pl,sustancia f,salario m;Ich bin mit meinem Gehalt zufrieden.
geheim;secreto,oculto,confidencial;Das ist geheim. Du darfst es niemandem sagen.
das Geheimnis, -se;secreto m,misterio m;Soll ich dir ein Geheimnis sagen? Meine Schwester heiratet nächsten Monat.
gehen, geht, ging, ist gegangen;ir,andar, caminar,irse, marcharse,salir a para,funcionar, marchar,andar, marchar,tener buena salida,venderse bien,moverse,subir,soplar,ser,dar,llegar hasta,caber por en,durar,afectar,superar,juzgar, opinar,tener un pase,tratarse de,ser posible,recorrer;1. Ich gehe jeden Morgen zu Fuß zur Arbeit.2. Meine Tochter geht noch aufs Gymnasium.3. Ich muss jetzt leider gehen. 4. Ein Freund von mir geht ins Ausland. 5. Der nächste Zug geht erst in zwei Stunden. 6. Am Anfang ging alles ganz gut. 7. Geht Ihre Uhr richtig? 8. Ich brauche schnell ein Visum. Geht das bis morgen? 9. Der Mantel geht nicht mehr in den Koffer. 10. Das Fenster geht auf die Straße. 11. Geht es hier zum Zentrum? 12. Wie geht es Ihnen heute? 13. Ist das sehr teuer? – Es geht. 14. Um was geht es denn? 15. Warum geht das Licht nicht? 16. Ich weiß nicht, wie das geht. 17. Ich ruf jetzt den Chef an. Das geht (doch) nicht! 
gehören, gehört, gehörte, hat gehört;pertenecer a,ser de,ser partidario de,formar parte de,tener su sitio en,hacer falta, requerir;Gehört Ihnen das Haus?
gelb;amarillo;1. Deine gelbe Jacke gefällt mir. 2. Die Ampel zeigt Gelb. 3. Die Blätter werden schon gelb.
das Geld;dinero m,pisto m AmC,burata f Ven,agüita f Peru;1. Ich habe nicht genug Geld dabei. 2. Ich muss Geld verdienen.
das Taschengeld;paga f,semanada f;Wie viel Taschengeld bekommen Ihre Kinder?
die Gelegenheit, -en;ocasión f para,oportunidad f;Ich gebe dir das Geld bei Gelegenheit zurück.
gelingen, gelingt, gelang, ist gelungen;salir (bien), lograr;Es ist mir gelungen, meinen Chef zu überzeugen.
gelten, gilt, galt, hat gegolten;tener validez, ser válido,estar vigente [oder en vigor],valer para,ser considerado como,pasar por,estar destinado [oder dirigido] a,ir por fam;1. Mein Pass gilt noch ein Jahr. 2. Bitte diesen Zettel gut aufheben. Er gilt als Garantie.
gemeinsam;común,conjunto,en común,juntos;1. Du musst die Wohnung renovieren? Ich helfe dir. Wir können das gemeinsam machen. 2. Wir haben die Garage gemeinsam mit dem Nachbarn.
das Gemüse;verdura f,hortalizas f pl,yuyos m pl Peru,legumbres f pl;Wir kaufen das Gemüse direkt beim Bauern.
gemütlich;agradable,acogedor,cómodo,lento, tranquilo,bonachón,a gusto;1. Wir haben eine sehr gemütliche Wohnung. 2. Es ist sehr gemütlich bei dir.
genau;exacto,justo,mero Mex,escrupuloso,esmerado,detallado,exactamente,precisamente,en punto;1. Haben Sie die genaue Zeit? 2. Sind Sie sicher, dass heute Ruhetag ist? – Ja, das weiß ich genau. 3. Die Uhr geht genau. 4. Es ist genau acht Uhr.
genauso;de igual modo,de la misma manera;Katarina sieht genauso aus wie ihre Schwester.
genug;bastante, suficiente;1. Es ist noch genug Suppe da. 2. Ich habe jetzt lange genug gewartet. 3. Ich verdiene nicht genug.
die Genehmigung, -en;autorización f,permiso m,licencia f,aprobación f;Hier soll ein neuer Supermarkt hin. Die Genehmigung zum Bauen hat der Besitzer schon.
genügen, genügt, genügte, hat genügt;bastar, ser suficiente;Wie viele Zimmer brauchen Sie? – Mir genügt eine 2-Zimmer- Wohnung.
das Gepäck;equipaje m,bultos m pl fam;Ich habe mein Gepäck am Bahnhof gelassen.
gerade;recto,derecho,sincero, franco,par,ahora mismo,justo,precisamente;1. Das Bild hängt nicht gerade. 2. Kannst du später noch mal anrufen? Wir sind gerade beim Essen.
geradeaus;seguido, recto, derecho;Fahren Sie geradeaus bis zur nächsten Kreuzung.
das Gerät, -e;utensilio m,aparato m,instrumento m,aparato m de gimnasia,útiles m pl,utillaje m,equipo m;Ich kaufe meine Elektrogeräte immer gebraucht. Das ist viel billiger.
gerecht;justo,merecido,justificado, fundado;Andere bekommen für diese Arbeit mehr Lohn. Das finde ich nicht gerecht.
das Gericht, -e;comida f,plato m,tribunal m (de justicia),juzgado m,palacio m de justicia;1. Mein Lieblingsgericht ist Pizza. 2. Wenn ich das Geld nicht bekomme, gehe ich vor Gericht.
die Gerichtsverhandlung, -en;juicio m,vista f;Ich hatte letzten Monat einen Unfall. Morgen ist die Gerichtsverhandlung.
gering;pequeño,poco,escaso,limitado,bajo,corto,insignificante, mínimo;1. Unsere Mannschaft hatte nur eine geringe Chance. 2. Wenn Sie ein geringes Einkommen haben, zahlen Sie nur wenig Steuern.
gern/gerne;"";1. Ich helfe Ihnen gern. 2. Kaffee oder Tee? – Ich möchte gerne einen Tee. 3. Sehr gern trinke ich Kaffee.
gesamt-/Gesamt- ;"";1. Die gesamte Bevölkerung ist dagegen. 2. z. B. Gesamtgewicht, Gesamtsumme
das Geschäft, -e;negocio m,empresa f comercial,tienda f,trabajo m,ocasión f;1. Die Geschäfte schließen um 18.30 Uhr. 2. Wissen Sie, wo hier ein Schuhgeschäft ist?
die Geschäftsleute;"";In meiner Familie sind viele Geschäftsleute.
geschehen, geschieht, geschah, ist geschehen;pasar, ocurrir, suceder;Vielen Dank für Ihre Hilfe. – Gern geschehen.
das Geschenk, -e ;regalo m,obsequio m;Vielen Dank für das Geschenk.
die Geschichte, -n;historia f,cuento m,asunto m,cosa f;1. Ich interessiere mich nicht für Geschichte.2. Abends erzähle ich meinen Kindern immer eine Geschichte.
das Geschlecht, -er;sexo m,órgano m genital,género m,familia f,generación f;Bitte kreuzen Sie an: Geschlecht: weiblich/männlich.
geschieden ;"";Ich bin seit drei Jahren geschieden.
das Geschirr;vajilla f,juego m de café,arreos m pl,platos m pl;Für die Geburtstagsfeier brauche ich Geschirr für zwölf Personen.
der Geschmack;gusto m,sabor m a,gusto m a;Ich möchte bitte Kaugummi mit Erdbeergeschmack.
die Geschwindigkeit, -en;velocidad f,viada f And;Das Auto fuhr mit zu hoher Geschwindigkeit.
die Geschwindigkeitsbeschränkung, -en;"";Bitte beachten Sie die Geschwindigkeitsbeschränkungen.
die Geschwister (Pl.) ;hermanos m pl,hermanas f pl;Wir waren zu Hause sechs Geschwister.
die Gesellschaft, -en;sociedad f,asociación f,compañía f,fiesta f,círculo m,grupo m;1. Michael will die Gesellschaft verändern. 2. Meine Frau arbeitet bei einer Versicherungsgesellschaft. 3. Ich fühle mich in Gesellschaft am wohlsten.
